RPTID,NAME,DATETIME_OF_INCIDENT,STATE,COUNTY,CITY,OFFSHORE,LAT_LONG_OFFSHORE,SYSTEM_INVOLVED,ITEM_INVOLVED,INSTALLATION_YEAR,CAUSE,CAUSE_DETAILS,PRPTY,COMM,TOTAL_BBLS,IGNITE_IND,EXPLODE_IND,PIPE_DIAMETER,MAX_OP_PRESSURE,PRESSURE_AT_TIME_INCIDENT,INCIDENT_AREA_TYPE,AREA_OF_CORROSION,CAUSE_OUTSIDE_FORCE,PREVENTATIVE,FATALITIES
19860072,AMOCO PIPELINE CO,19860313,TX,MONTGOMERY,SPRING,No, ,LINE PIPE,VALVE,0,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,375,CRUDE OIL,80,No,No,4,50,40,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19860073,TEXAS PIPELINE CO,19860331,TX,BRAZORIA, ,No, ,LINE PIPE,VALVE,1939,OTHER,"FLANGE GASKET ON 8"" VALVE",500,CRUDE OIL,300,No,No,8,600,360,BELOW GROUND,NO DATA,NO DATA,Null,0
19860074,MOBIL PIPELINE CO,19860407,CA,LOS ANGELES,GRANADA HILLS,No, ,LINE PIPE,PIPE,1964,CORROSION,"CORROSION, EXTERNAL",1000000,CRUDE OIL,690,No,No,10,1440,980,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860075,CHEVRON PIPELINE CO,19860429,TX,HARDIN,SOUR LAKE,No, ,PUMPING STATION,NO DATA,1970,OTHER,FAILURE OF PACKING GLAND,0,CRUDE OIL,555,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860076,CHEVRON PIPELINE CO,19860507,TX,HARDIN, ,No, ,LINE PIPE,PIPE,1948,CORROSION,"CORROSION, EXTERNAL",5000,GASOLINE,400,No,No,12,800,325,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860077,MARATHON PIPE LINE CO,19860413,KS,OKETO, ,No, ,PUMPING STATION,PUMP,1954,OTHER,EQUIPMENT MALFUNCTION,42700,CRUDE OIL,0,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860078,MID - AMERICA PIPELINE CO (MAPCO),19860509,KS,BUTLER,EL DORADO,No, ,TANK FARM,VALVE,1984,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,NATURAL GAS LIQUID,185,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860079,AMOCO PIPELINE CO,19860424,OK,CREEK, ,No, ,TANK FARM,PIPE,1976,CORROSION,"CORROSION, INTERNAL",100,CRUDE OIL,270,No,No,24,0,10,BELOW GROUND,INTERNAL,NO DATA,Null,0
19860080,KIANTONE PIPELINE CORP,19860430,NY,ERIE,SENECA,No, ,LINE PIPE,PIPE,1971,OTHER,SPARK IGNITED DRIP,0,CRUDE OIL,0,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860081,CENEX PIPELINE,19860429,MT,GLACIER, ,No, ,LINE PIPE,PIPE,1939,CORROSION,"CORROSION, EXTERNAL",0,CRUDE OIL,148,No,No,4,150,100,BELOW GROUND,EXTERNAL,DAMAGE BY NATURAL FORCES,Null,0
19860082,ARCO PIPE LINE CO,19860425,TX,ANDERSON, ,No, ,LINE PIPE,PIPE,1931,CORROSION,"CORROSION, EXTERNAL",1000,CRUDE OIL,75,No,No,12,450,520,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860083,FOUR CORNERS PIPELINE CO,19860423,CA,BAKERSFIELD, ,No, ,LINE PIPE,PIPE,1963,CORROSION,"CORROSION, INTERNAL",9000,CRUDE OIL,100,No,No,0,0,0,NO DATA,INTERNAL,NO DATA,Null,0
19860084,SHELL PIPE LINE CORP,19860430,NM,LEA,HOBBS,No, ,LINE PIPE,NO DATA,1935,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,2840,CRUDE OIL,280,No,No,8,750,120,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860085,WILLIAMS PIPELINE CO,19860403,IA,POLK,DES MOINES,No, ,TANK FARM,NO DATA,1931,OTHER,ROOF LEG PUNCTURED TANK,1000,FUEL OIL,280,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860086,WILLIAMS PIPELINE CO,19860412,NE,OTOE, ,No, ,LINE PIPE,PIPE,1941,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,400,L. P. G.,20,No,No,6,1450,350,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Null,0
19860087,LAKEHEAD PIPE LINE CO INC,19860424,IL,COOK,ELGIN,No, ,LINE PIPE,PIPE,1968,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,815000,CRUDE OIL,12500,No,No,34,600,250,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860088,MID - CONTINENT PIPELINE CO,19860221,OK, , ,No, ,NO DATA,NO DATA,0,CORROSION,"CORROSION, EXTERNAL",0,CRUDE OIL,400,Null,Null,4,300,200,BELOW GROUND,EXTERNAL,NO DATA,No,0
19860089,WEST SHORE PIPE LINE CO,19860418,WI,BROWN,GREEN BAY,No, ,TANK FARM,TANK,1961,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,GASOLINE,5200,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860090,SHELL PIPE LINE CORP,19860414,TX,CRANE,CRANE,No, ,LINE PIPE,PIPE,1920,CORROSION,"CORROSION, EXTERNAL",4200,CRUDE OIL,300,No,No,10,900,75,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860091,SHELL PIPE LINE CORP,19860416,NM,LEA,JAL,No, ,LINE PIPE,PIPE,1930,CORROSION,"CORROSION, EXTERNAL",500,CRUDE OIL,65,No,No,10,900,390,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860092,PHILLIPS PIPE LINE CO,19860501,TX,HARRIS,LAPORTE,No, ,LINE PIPE,PIPE,1957,FAILED WELD, ,2362,NATURAL GAS LIQUID,96,No,No,4,1440,328,BELOW GROUND,NO DATA,NO DATA,Null,0
19860093,ARCO PIPE LINE CO,19860503,TX,RUSK, ,No, ,LINE PIPE,PIPE,1931,CORROSION,"CORROSION, EXTERNAL",1300,CRUDE OIL,100,No,No,12,425,70,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860094,OLYMPIC PIPE LINE CO,19860508,WA,KING,TUKWILA,No, ,LINE PIPE,PIPE,1965,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,220000,DIESEL FUEL,1974,No,No,14,1440,1326,ABOVE GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860095,EXXON PIPELINE CO,19860414,TX,BRAZOS, ,No, ,LINE PIPE,PIPE,1925,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,7450,CRUDE OIL,350,No,No,9,741,220,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860096,EXXON PIPELINE CO,19860508,LA,CLAIRBORNE, ,No, ,PUMPING STATION,PUMP,1984,OTHER,ROD PULLED OUT PACKING,3075,CRUDE OIL,50,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860097,TESORO PIPELINE CO,19860604,TX,WHARTON, ,No, ,TANK FARM,TANK,1965,OTHER,PRODUCT IGNITED IN TANK,175000,CRUDE OIL,5037,Yes,Yes,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860098,MID - VALLEY PIPELINE CO,19860523,OH,BUTLER,ROSS,No, ,LINE PIPE,PIPE,1950,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,150000,CRUDE OIL,5918,Yes,No,20,1215,490,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860099,WILLIAMS PIPELINE CO,19860519,MN,WASHINGTON, ,No, ,LINE PIPE,LONGITUDINAL WELD,1957,OTHER,WELD FAILURE,3000,FUEL OIL,628,No,No,8,1600,1428,BELOW GROUND,NO DATA,NO DATA,Null,0
19860100,SHAMROCK PIPELINE CORP,19860516,TX,ROBERTS, ,No, ,LINE PIPE,PIPE,1967,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,7070,CRUDE OIL,360,No,No,8,1630,500,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860101,AMOCO PIPELINE CO,19860514,IL,DU PAGE,ELMHURST,No, ,LINE PIPE,PIPE,1959,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,40000,GASOLINE,380,No,No,8,1440,450,BELOW GROUND,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19860102,MIAMI VALLEY CORP,19860602,OH,MONTGOMERY,MAD RIVER,No, ,LINE PIPE,PIPE,1951,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,5000,DIESEL FUEL,523,No,No,8,1230,1185,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19860103,WESCO PIPELINE CO,19860604,KS,COWLEY, ,No, ,LINE PIPE,PIPE,1918,INCORRECT OPERATION BY OPERATOR PERSONNEL,DAMAGE BY OPERATOR OR ITS CONTRACTOR,2500,CRUDE OIL,660,No,No,8,600,760,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Null,0
19860104,SUN PIPELINE CO,19860603,OH,LUCAS,TOLEDO,No, ,LINE PIPE,PIPE,1953,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,30000,GASOLINE,863,No,No,8,1200,1100,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860105,CHEVRON PIPELINE CO,19860611,TX,JOHNSON,GODLEY,No, ,LINE PIPE,PIPE,1957,OTHER, ,5000,DIESEL FUEL,300,No,No,10,840,600,BELOW GROUND,NO DATA,NO DATA,Null,0
19860106,FINA OIL & CHEMICAL CO,19860528,TX,ARCHER, ,No, ,LINE PIPE,PIPE,1958,CORROSION,"CORROSION, EXTERNAL",1500,DIESEL FUEL,70,No,No,6,1200,575,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860107,AMOCO PIPELINE CO,19860510,TX,TRINITY, ,No, ,LINE PIPE,PIPE,1941,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,23025,CRUDE OIL,700,Yes,No,12,980,650,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860108,CHEVRON PIPELINE CO,19860616,NM,VALENCIA, ,No, ,LINE PIPE,PIPE,1954,FAILED PIPE,DAMAGE BY OTHERS,40000,GASOLINE,1140,No,No,7,2080,1000,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860109,TEXACO TRADING & TRANSPORTATION INC,19860622,CA,ALAMEDA, ,No, ,LINE PIPE,PIPE,1968,CORROSION,"CORROSION, EXTERNAL",50000,CRUDE OIL,7000,No,No,20,940,0,BELOW GROUND,EXTERNAL,NO DATA,Yes,0
19860110,RANCHO PIPELINE SYSTEM,19860527,TX,TRAVIS,OAK HILL,No, ,LINE PIPE,NO DATA,1952,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,2350000,CRUDE OIL,2300,No,No,24,975,350,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860111,SHELL PIPE LINE CORP,19860614,OK,PAYNE,CUSHING,No, ,TANK FARM,NO DATA,1941,OTHER,DAMAGE BY NATURAL FORCES,400000,CRUDE OIL,5577,Yes,No,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,No,0
19860112,CHEVRON PIPELINE CO,19860630,TX,LOVING,EL PASO,No, ,LINE PIPE,PIPE,1957,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,1500,CRUDE OIL,2000,No,No,20,520,161,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860113,COLONIAL PIPELINE CO,19860613,MD,ANNE ARUNDEL, ,No, ,LINE PIPE,PIPE,1949,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,71000,KEROSENE,106,No,No,6,1200,270,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860115,MARATHON PIPE LINE CO,19860626,IN,LA PORTE, ,No, ,LINE PIPE,PIPE,1958,CORROSION,"CORROSION, EXTERNAL",540625,FUEL OIL,1113,Yes,No,10,1407,1050,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19860116,MID - AMERICA PIPELINE CO (MAPCO),19860720,TX,HUTCHINSON,FRITCH,No, ,LINE PIPE,NO DATA,1968,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,22911,NATURAL GAS LIQUID,2519,No,No,5,1400,1225,BELOW GROUND,NO DATA,NO DATA,Null,0
19860117,CHEVRON PIPELINE CO,19860709,TX,ERATH, ,No, ,LINE PIPE,NO DATA,1929,CORROSION, ,0,GASOLINE,40,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860118,CHEVRON PIPELINE CO,19860607,TX,FREESTONE,WORTHAM,No, ,LINE PIPE,PIPE,1924,CORROSION,"CORROSION, EXTERNAL",0,GASOLINE,85,No,No,10,750,600,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860119,CHEVRON PIPELINE CO,19860611,TX,ANGELINA,LUFKIN,No, ,PUMPING STATION,SCRAPER TRAP,1985,OTHER,O RING IN SCRAPER TRAP,1250,L. P. G.,25,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860120,MOBIL OIL CORP - WEST COAST PIPELINES,19860623,CA,TORRANCE, ,No, ,NO DATA,PIPE,1977,FAILED PIPE, ,300000,CRUDE OIL,150,No,No,10,1440,733,BELOW GROUND,NO DATA,NO DATA,Null,0
19860121,AMOCO PIPELINE CO,19860711,WY,UINTA, ,No, ,PUMPING STATION,PUMP,1986,OTHER,PACKING ON PD PUMP FAILED,1900,CRUDE OIL,140,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860122,LAKEHEAD PIPE LINE CO INC,19860709,NY,ERIE,CHEEKTOWAGA,No, ,LINE PIPE,PIPE,1962,FAILED PIPE,DAMAGE BY OTHERS,21200,CRUDE OIL,406,No,No,12,775,400,NO DATA,NO DATA,DAMAGE BY OTHERS,Yes,0
19860123,AMOCO PIPELINE CO,19860610,OK,CREEK,DRUMRIGHT,No, ,NO DATA,NO DATA,1944,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,7000,CRUDE OIL,0,Null,Null,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19860124,FINA OIL & CHEMICAL CO,19860726,TX,TAYLOR, ,No, ,LINE PIPE,PIPE,1958,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,70000,GASOLINE,2500,No,No,9,1423,330,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860125,TEXAS EASTERN PRODUCT PIPELINE CO,19860724,AR,PULASKI,LITTLE ROCK,No, ,LINE PIPE,PIPE,1944,FAILED PIPE,DAMAGE BY OTHERS,0,KEROSENE,100,No,No,20,690,125,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860126,HARBOR PIPELINE CO,19860804,NJ,MIDDLESEX,NEW BRUNSWICK,No, ,LINE PIPE,PIPE,1955,FAILED PIPE, ,10000,DIESEL FUEL,2505,No,No,16,1100,700,BELOW GROUND,NO DATA,NO DATA,Null,0
19860127,EXXON PIPELINE CO,19860711,LA,WEBSTER, ,No, ,LINE PIPE,PIPE,1919,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,14420,CRUDE OIL,255,No,No,8,600,85,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Null,0
19860128,CAYUSE PIPELINE CO,19860531,LA,CALCASIEU,EDGERLY,No, ,LINE PIPE,PIPE,1943,CORROSION,"CORROSION, EXTERNAL",1000,L. P. G.,37,No,No,10,600,360,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860129,WILLIAMS PIPELINE CO,19860708,MN,RAMSEY,MOUNDS VIEW,No, ,LINE PIPE,LONGITUDINAL WELD,1957,FAILED WELD, ,1400000,GASOLINE,493,Yes,No,8,1500,1434,BELOW GROUND,NO DATA,NO DATA,Null,2
19860130,BUCKEYE PIPELINE CO LP,19860714,NY, ,KINGS (BROOKLYN),No, ,LINE PIPE,PIPE,1965,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,47000,GASOLINE,159,No,No,12,1000,580,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,No,0
19860131,WILLIAMS PIPELINE CO,19860728,MO,CLAY,KANSAS CITY,No, ,LINE PIPE,PIPE,1954,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,100000,GASOLINE,1749,No,No,12,1250,636,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860132,TEXAS EASTERN PRODUCT PIPELINE CO,19860815,TX,NEWTON,CALL JUNCTION,No, ,LINE PIPE,PIPE,1944,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,30000,L. P. G.,17294,Yes,No,20,700,233,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860134,CALNEV PIPELINE CO,19860813,WY,CARBON,RAWLINS,No, ,LINE PIPE,PIPE,1968,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,15000,DIESEL FUEL,225,No,No,4,550,100,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860135,AMOCO PIPELINE CO,19860817,TX,HOCKLEY,SUNDOWN,No, ,TANK FARM,PIPE,1982,OTHER,"BROKEN 3/4"" NIPPLE IN THR",880,CRUDE OIL,61,No,No,1,150,70,ABOVE GROUND,NO DATA,NO DATA,Null,0
19860136,WILLIAMS PIPELINE CO,19860731,KS,WYANDOTTE,KANSAS CITY,No, ,NO DATA,PIPE,1947,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,10000,GASOLINE,435,No,No,8,1150,353,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860137,SOUTHERN PACIFIC PIPELINE CO,19860814,CA,CONTRA COSTA,MARTINEZ,No, ,LINE PIPE,PIPE,1967,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,0,DIESEL FUEL,1345,No,No,14,1170,1040,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860138,SHELL PIPE LINE CORP,19860901,TX,CRANE,CRANE,No, ,TANK FARM,TANK,1928,CORROSION,"CORROSION, EXTERNAL",9850,CRUDE OIL,2800,No,No,0,0,0,NO DATA,EXTERNAL,NO DATA,Null,0
19860139,SHELL PIPE LINE CORP,19860818,TX,HOCKLEY,SUNDOWN,No, ,LINE PIPE,PIPE,1941,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,2000,CRUDE OIL,530,No,No,6,880,500,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860140,CHEVRON PIPELINE CO,19860917,UT,DUCHESNE, ,No, ,NO DATA,VALVE,1974,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,850,CRUDE OIL,250,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860141,EXXON PIPELINE CO,19860804,TX,HARRIS, ,No, ,LINE PIPE,WELDING FITTING,1919,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,14300,CRUDE OIL,412,No,No,8,600,50,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19860142,FARMERS UNION CENTRAL EXCHANGE INC - CENEX PIPELIN,19860904,MT,YELLOWSTONE,LOCKWOOD,No, ,LINE PIPE,PIPE,1954,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,0,GASOLINE,700,No,No,8,1400,1000,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860143,YELLOWSTONE PIPELINE CO,19860903,MT,SANDERS, ,No, ,LINE PIPE,PIPE,1954,FAILED PIPE, ,50000,JET FUEL,107,No,No,10,1540,800,BELOW GROUND,NO DATA,NO DATA,Null,0
19860144,MID - AMERICA PIPELINE CO (MAPCO),19860903,TX,GAINES,SEMINOLE,No, ,PUMPING STATION,PIPE,1981,OTHER,VALVE MALFUNCTION,25000,NATURAL GAS LIQUID,5,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860145,AMOCO PIPELINE CO,19860907,TX,COOKE, ,No, ,LINE PIPE,GIRTH,1965,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,10000,CONDENSATE - WATER,3000,No,No,8,1400,450,ABOVE GROUND,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19860146,SUN PIPELINE CO,19860829,TX,LIBERTY, ,No, ,LINE PIPE,PIPE,1939,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,270075,CRUDE OIL,90,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OTHERS,Yes,0
19860147,FOUR CORNERS PIPELINE CO,19860818,CA, ,LOS ANGELES,No, ,NO DATA,PIPE,1950,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,313000,CRUDE OIL,1845,Yes,No,14,1058,915,BELOW GROUND,,DAMAGE BY OTHERS,Yes,0
19860148,MOBIL OIL CORP - WEST COAST PIPELINES,19860819,CA,KERN, ,No, ,PUMPING STATION,PIPE,1968,FAILED PIPE, ,13000,CRUDE OIL,984,No,No,2,100,60,ABOVE GROUND,NO DATA,NO DATA,Null,0
19860149,AMOCO OIL CO,19860824,IA,HARRISON, ,No, ,NO DATA,PIPE,1941,CORROSION,"CORROSION, EXTERNAL",500,DIESEL FUEL,74,No,No,6,1440,870,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860150,SUNNILAND PIPELINE CO INC,19860828,FL,BROWARD,ANDYTOWN,No, ,LINE PIPE,PIPE,1964,CORROSION,OTHER,500000,CRUDE OIL,119,No,No,4,750,135,BELOW GROUND,NO DATA,OTHER,Null,0
19860151,SUNNILAND PIPELINE CO INC,19860827,FL,BROWARD,ANDYTOWN,No, ,PUMPING STATION,OTHER,1977,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,200000,CRUDE OIL,15,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860152,ENRON LIQUIDS PIPELINE CO (HYDROCARBON TRANS INC),19860913,NE,OTOE, ,No, ,PUMPING STATION,OTHER,1971,OTHER,PUMP SEAL LEAK,700000,NATURAL GAS LIQUID,409,Yes,Yes,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860153,CHEVRON PIPELINE CO,19860918,TX,HOUSTON, ,No, ,LINE PIPE,PIPE,1945,OUTSIDE FORCE DAMAGE,OTHER,1000,DIESEL FUEL,350,No,No,10,750,250,BELOW GROUND,NO DATA,OTHER,Yes,0
19860154,MID - AMERICA PIPELINE CO (MAPCO),19860903,TX,SCURRY,UNION,No, ,LINE PIPE,LONGITUDINAL WELD,1960,CORROSION,"CORROSION, EXTERNAL",269,NATURAL GAS LIQUID,2000,No,No,7,960,1380,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860155,LAKEHEAD PIPE LINE CO INC,19860906,MN,POLK, ,No, ,LINE PIPE,BOLTED FITTING,1986,OTHER,CONTR. FAILED TO TIGHTEN,10000,CRUDE OIL,265,No,No,48,633,120,BELOW GROUND,NO DATA,NO DATA,Null,0
19860156,WILLIAMS PIPELINE CO,19860920,OK,OKLAHOMA, ,No, ,LINE PIPE,NO DATA,0,CORROSION,"CORROSION, EXTERNAL",1000,GASOLINE,120,No,No,8,750,150,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860157,SUN PIPELINE CO,19861006,TX,SCURRY,SNYDER,No, ,PUMPING STATION,PIPE,1962,CORROSION,"CORROSION, INTERNAL",0,CRUDE OIL,75,No,No,4,45,25,BELOW GROUND,INTERNAL,NO DATA,Null,0
19860158,WYCO PIPE LINE CO,19860908,CO,WELD, ,No, ,LINE PIPE,PIPE,1947,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,2000,FUEL OIL,75,No,No,8,1440,625,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Null,0
19860159,PHILLIPS PIPE LINE CO,19860904,IN,LAKE,EAST CHICAGO,No, ,TANK FARM,TANK,1939,OTHER,STILL UNDER INVESTIGATION,500000,GASOLINE,55000,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860160,SHELL PIPE LINE CORP,19860910,OK,GARVIN,PAULS VALLEY,No, ,PUMPING STATION,TANK,1946,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,70000,CRUDE OIL,365,Yes,Yes,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,No,0
19860161,LAKEHEAD PIPE LINE CO INC,19861002,MN,PENNINGTON, ,No, ,LINE PIPE,LONGITUDINAL WELD,1967,FAILED WELD, ,12000,CRUDE OIL,3,No,No,34,642,570,BELOW GROUND,NO DATA,NO DATA,Null,0
19860162,WILLIAMS PIPELINE CO,19860926,WI,CLARK, ,No, ,LINE PIPE,NO DATA,1967,CORROSION,"CORROSION, EXTERNAL",1000,GASOLINE,140,No,No,8,1450,500,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860163,AMOCO PIPELINE CO,19861001,WY,SWEETWATER, ,No, ,LINE PIPE,PIPE,1939,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,9550,CRUDE OIL,300,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OTHERS,Yes,0
19860164,CHEVRON PIPELINE CO,19861007,TX,HARDIN,SOUR LAKE,No, ,TANK FARM,NO DATA,0,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,CRUDE OIL,14000,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860165,AMOCO PIPELINE CO,19860925,MO,CASS,FREEMAN,No, ,TANK FARM,BOLTED FITTING,1986,INCORRECT OPERATION BY OPERATOR PERSONNEL,OVER PRESSURING/PIPING,0,CRUDE OIL,1,No,No,0,275,500,BELOW GROUND,NO DATA,NO DATA,Null,0
19860166,AMOCO PIPELINE CO,19860921,MO,CLAY,LIBERTY,No, ,LINE PIPE,PIPE,1952,OUTSIDE FORCE DAMAGE, ,50000,GASOLINE,1137,No,No,12,1333,300,BELOW GROUND,NO DATA,NO DATA,Yes,0
19860167,MOBIL PIPELINE CO,19861012,TX,ANDREWS, ,No, ,LINE PIPE,PIPE,1946,CORROSION,"CORROSION, EXTERNAL",3500,CRUDE OIL,170,No,No,10,592,125,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19860168,PHILLIPS PIPE LINE CO,19861013,OK,CIMARRON, ,No, ,LINE PIPE,PIPE,1947,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,115000,NATURAL GAS LIQUID,2300,Yes,Yes,6,1440,860,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,1
19860169,CHEVRON PIPELINE CO,19861026,TX,JEFFERSON,BEAUMONT,No, ,TANK FARM,NO DATA,0,OTHER,BOOSTER PUMP SEAL FAILURE,2580,CRUDE OIL,50,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19860170,AMOCO OIL CO,19860926,MN,WRIGHT, ,No, ,LINE PIPE,PIPE,1947,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,1000,GASOLINE,583,No,No,8,1440,660,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19860171,MOBIL OIL CORP - WEST COAST PIPELINES,19860913,CA,KERN, ,No, ,PUMPING STATION,OTHER,1967,OTHER,FAILURE/THREADED NIPPLE,10000,CRUDE OIL,750,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
